,Date,Hour,RENEWABLES,NUCLEAR,THERMAL,IMPORTS,HYDRO
6254,09/18/18,15,12595,2259,8335,4578,2095
6255,09/18/18,16,12458,2260,9093,5057,2302
6256,09/18/18,17,11713,2262,9843,5958,2465
6257,09/18/18,18,8788,2265,11091,7701,2948
6258,09/18/18,19,5264,2266,12439,9304,3242
6259,09/18/18,20,4796,2267,12362,9876,3496
6260,09/18/18,21,5458,2265,11354,9337,3406
6261,09/18/18,22,5651,2265,10065,8765,3205
6262,09/18/18,23,5538,2268,9044,7852,2743
6263,09/18/18,24,5426,2269,8250,6859,2391
6264,09/19/18,1,5519,2267,7276,6158,2518
6265,09/19/18,2,5558,2267,6424,6213,2408
6266,09/19/18,3,4607,2268,6953,6125,2311
6267,09/19/18,4,5562,2268,5895,5934,2307
6268,09/19/18,5,5104,2269,6088,6303,2312
6269,09/19/18,6,4670,2270,6705,7070,2562
6270,09/19/18,7,4481,2270,7313,8495,2705
6271,09/19/18,8,6132,2271,7221,7805,2704
6272,09/19/18,9,9827,2271,5858,6288,2041
6273,09/19/18,10,11288,2270,5599,5428,1890
6274,09/19/18,11,11639,2269,5809,5291,1890
6275,09/19/18,12,12054,2268,6086,4810,1916
6276,09/19/18,13,12639,2267,6049,4806,1950
6277,09/19/18,14,13001,2267,6332,5153,2158
6278,09/19/18,15,13122,2266,7099,5515,2250
6279,09/19/18,16,13107,2267,7995,5767,2211
6280,09/19/18,17,12200,2269,8422,6901,2626
6281,09/19/18,18,9635,2270,9407,8200,3491
6282,09/19/18,19,5886,2270,10890,10144,3624
6283,09/19/18,20,5197,2271,11627,10525,3426
6284,09/19/18,21,5089,2272,11228,10020,3440
6285,09/19/18,22,4936,2275,10060,9370,3377
6286,09/19/18,23,4871,2275,8914,8375,3063
6287,09/19/18,24,4622,2273,7885,7684,2810
6288,09/20/18,1,4496,2272,7368,7191,2357
6289,09/20/18,2,3892,2270,7242,6995,2172
6290,09/20/18,3,2469,2271,8054,6952,2126
6291,09/20/18,4,3177,2272,7161,6856,2141
6292,09/20/18,5,2858,2272,7485,7231,2164
6293,09/20/18,6,2561,2273,8071,8087,2373
6294,09/20/18,7,2396,2273,8954,9474,2500
6295,09/20/18,8,4441,2273,8557,8882,2555
6296,09/20/18,9,8851,2273,6747,7073,2210
6297,09/20/18,10,11089,2272,6068,5748,2300
6298,09/20/18,11,11802,2271,6179,5382,2278
6299,09/20/18,12,12127,2269,6636,5159,2318
6300,09/20/18,13,11989,2268,7043,5315,2469
6301,09/20/18,14,11836,2266,8047,5602,2540
6302,09/20/18,15,11718,2264,8675,6518,2479
6303,09/20/18,16,11226,2260,9686,7193,2717
6304,09/20/18,17,10141,2261,10768,7870,3250
6305,09/20/18,18,6767,2261,12795,9262,3598
6306,09/20/18,19,2772,2261,13997,11152,3839
6307,09/20/18,20,2283,2262,14135,11589,3707
6308,09/20/18,21,2558,2266,13104,11601,3291
6309,09/20/18,22,2548,2268,11642,11060,3144
6310,09/20/18,23,2419,2268,10757,10021,2659
6311,09/20/18,24,2302,2267,9196,9438,2597
6312,09/21/18,1,2282,2267,8685,8599,2420
6313,09/21/18,2,2326,2264,8041,8243,2293
6314,09/21/18,3,1288,2260,8564,8040,2232
6315,09/21/18,4,2235,2262,7493,7934,2199
6316,09/21/18,5,2300,2262,7521,8096,2232
6317,09/21/18,6,2304,2262,7803,9024,2282
6318,09/21/18,7,2387,2263,7806,10695,2537
6319,09/21/18,8,4535,2266,7566,9697,2652
6320,09/21/18,9,8945,2267,6460,7441,2160
6321,09/21/18,10,11232,2267,5745,6346,2178
6322,09/21/18,11,12000,2267,6093,5800,2220
6323,09/21/18,12,11956,2268,6885,5709,2261
6324,09/21/18,13,12322,2266,6786,6223,2264
6325,09/21/18,14,12293,2263,7754,6405,2444
6326,09/21/18,15,12357,2262,8682,6507,2588
6327,09/21/18,16,11933,2262,9907,6759,2949
6328,09/21/18,17,10648,2262,11384,7603,3006
6329,09/21/18,18,7148,2263,12768,9782,3169
6330,09/21/18,19,3374,2264,14615,10777,3286
6331,09/21/18,20,2884,2263,14395,11219,3249
6332,09/21/18,21,2920,2264,13213,11251,3013
6333,09/21/18,22,3109,2265,11500,10952,2942
6334,09/21/18,23,3029,2266,11031,9268,2824
6335,09/21/18,24,3091,2266,9698,8599,2625
6336,09/22/18,1,3104,2265,8495,8508,2385
6337,09/22/18,2,3125,2265,7604,8113,2323
6338,09/22/18,3,2003,2261,7803,8270,2178
6339,09/22/18,4,2921,2262,6508,8141,2140
6340,09/22/18,5,2781,2263,6563,8094,2190
6341,09/22/18,6,2787,2265,6899,8006,2374
6342,09/22/18,7,2706,2265,6712,8999,2449
6343,09/22/18,8,4518,2266,6096,8501,2200
6344,09/22/18,9,8842,2266,4954,6185,2017
6345,09/22/18,10,10963,2266,4614,4904,2053
6346,09/22/18,11,11443,2266,4679,4813,2057
6347,09/22/18,12,11587,2266,5189,4823,2137
6348,09/22/18,13,11531,2264,5222,5932,2200
6349,09/22/18,14,11708,2265,5783,6670,2266
6350,09/22/18,15,11636,2263,6537,7421,2462
6351,09/22/18,16,11062,2261,7736,8145,2596
6352,09/22/18,17,9372,2262,9752,8930,2667
6353,09/22/18,18,6114,2263,11531,10486,2996
6354,09/22/18,19,3458,2263,12757,11308,3032
6355,09/22/18,20,3350,2264,12270,11743,2928
6356,09/22/18,21,3696,2264,10877,11687,2833
6357,09/22/18,22,4004,2263,9553,10962,2834
6358,09/22/18,23,4061,2264,9142,9418,2781
6359,09/22/18,24,3960,2265,8077,8761,2574
6360,09/23/18,1,3920,2265,7235,8184,2447
6361,09/23/18,2,3822,2266,6410,8032,2361
6362,09/23/18,3,2857,2263,6718,7916,2271
6363,09/23/18,4,3956,2261,5198,7723,2275
6364,09/23/18,5,3691,2261,5193,7689,2343
6365,09/23/18,6,3565,2262,5179,7872,2491
6366,09/23/18,7,3552,2264,5461,8165,2346
6367,09/23/18,8,5068,2267,4593,7784,2188
6368,09/23/18,9,8810,2267,3988,5529,2056
6369,09/23/18,10,10941,2267,3618,4343,2036
6370,09/23/18,11,11968,2266,3589,3718,2039
6371,09/23/18,12,12016,2266,4035,3874,2075
6372,09/23/18,13,11798,2266,4392,4686,2117
6373,09/23/18,14,11917,2263,4828,5323,2220
6374,09/23/18,15,11939,2260,5656,6002,2276
6375,09/23/18,16,11816,2261,6849,6351,2347
6376,09/23/18,17,11460,2262,7734,6808,2576
6377,09/23/18,18,8628,2262,8887,9050,2839
6378,09/23/18,19,4950,2262,10443,11017,2912
6379,09/23/18,20,4629,2265,10611,11281,2893
6380,09/23/18,21,4817,2263,9661,10952,2843
6381,09/23/18,22,4788,2263,8706,10041,2825
6382,09/23/18,23,4689,2263,7866,8697,2737
6383,09/23/18,24,4622,2262,6702,8022,2530
6384,09/24/18,1,4606,2261,5850,7678,2390
6385,09/24/18,2,4462,2261,5626,7224,2272
6386,09/24/18,3,3293,2260,6403,7080,2218
6387,09/24/18,4,4188,2259,5410,7017,2198
6388,09/24/18,5,3953,2259,5818,7190,2362
6389,09/24/18,6,3882,2259,6250,8038,2621
6390,09/24/18,7,3699,2262,6739,9799,2873
6391,09/24/18,8,5280,2263,7089,9299,2756
6392,09/24/18,9,9071,2263,6544,7217,2121
6393,09/24/18,10,11322,2263,5681,6128,2112
6394,09/24/18,11,12020,2263,5764,5587,2137
6395,09/24/18,12,12121,2263,5792,5874,2202
6396,09/24/18,13,12074,2261,6244,5745,2353
6397,09/24/18,14,12139,2262,6719,6062,2507
6398,09/24/18,15,12471,2262,7361,5861,2562
6399,09/24/18,16,12344,2257,7835,6290,2901
6400,09/24/18,17,11292,2256,8855,6987,3118
6401,09/24/18,18,8209,2258,10257,8760,3400
6402,09/24/18,19,4710,2260,11597,10580,3578
6403,09/24/18,20,4448,2261,11663,10966,3508
6404,09/24/18,21,4552,2260,10758,10807,3250
6405,09/24/18,22,4534,2262,9645,10146,3026
6406,09/24/18,23,4348,2261,9437,8290,2683
6407,09/24/18,24,4278,2261,8271,7580,2410
6408,09/25/18,1,4332,2261,7358,7166,2264
6409,09/25/18,2,4175,2261,6735,6880,2159
6410,09/25/18,3,2782,2261,7503,6804,2155
6411,09/25/18,4,3281,2259,6498,7059,2179
6412,09/25/18,5,2910,2258,6908,7440,2194
6413,09/25/18,6,2720,2258,7429,8279,2377
6414,09/25/18,7,2618,2260,8111,9900,2490
6415,09/25/18,8,4428,2261,7881,9363,2612
6416,09/25/18,9,8806,2263,6775,6827,2186
6417,09/25/18,10,11197,2264,5782,5742,2169
6418,09/25/18,11,12039,2263,5849,4907,2176
6419,09/25/18,12,12258,2264,5769,4598,2116
6420,09/25/18,13,12285,2264,5861,4569,2254
6421,09/25/18,14,12156,2261,6514,4952,2374
6422,09/25/18,15,12184,2259,7127,5334,2481
6423,09/25/18,16,11774,2258,8131,6122,2518
6424,09/25/18,17,10618,2257,9249,6946,2890
6425,09/25/18,18,6957,2257,11001,8859,3486
6426,09/25/18,19,3240,2258,12849,10413,3707
6427,09/25/18,20,3044,2260,13181,10760,3674
6428,09/25/18,21,3144,2262,12367,11007,3143
6429,09/25/18,22,3110,2263,11001,10589,2939
6430,09/25/18,23,3111,2263,10366,9115,2658
6431,09/25/18,24,3077,2263,9032,8414,2515
6432,09/26/18,1,3065,2262,7640,8511,2338
6433,09/26/18,2,3046,2262,7003,8175,2186
6434,09/26/18,3,1769,2260,7990,7773,2167
6435,09/26/18,4,2589,2259,7194,7495,2184
6436,09/26/18,5,2495,2259,7327,7836,2161
6437,09/26/18,6,2272,2259,7939,8508,2438
6438,09/26/18,7,2152,2259,8778,9975,2531
6439,09/26/18,8,4112,2258,8364,9477,2515
6440,09/26/18,9,8502,2257,6859,7251,2131
6441,09/26/18,10,10837,2259,5853,6195,2112
6442,09/26/18,11,11572,2260,6172,5506,2068
6443,09/26/18,12,11755,2258,6596,5431,2120
6444,09/26/18,13,11638,2257,7197,6000,2143
6445,09/26/18,14,11590,2256,8347,6476,2237
6446,09/26/18,15,11448,2255,9765,6692,2333
6447,09/26/18,16,10970,2255,10856,7767,2363
6448,09/26/18,17,9218,2253,12115,8300,3097
6449,09/26/18,18,5739,2254,14180,9640,3445
6450,09/26/18,19,2468,2255,15850,10698,3419
6451,09/26/18,20,2228,2256,15627,10787,3626
6452,09/26/18,21,2320,2257,14256,10659,3458
6453,09/26/18,22,2384,2258,12264,10650,3133
6454,09/26/18,23,2542,2259,10843,9732,2789
6455,09/26/18,24,2676,2259,9535,8975,2493
6456,09/27/18,1,2798,2259,8628,8300,2291
6457,09/27/18,2,2788,2260,7889,8058,2115
6458,09/27/18,3,1705,2260,8645,7511,2133
6459,09/27/18,4,2625,2260,7689,7243,2116
6460,09/27/18,5,2638,2259,8032,7217,2132
6461,09/27/18,6,2661,2259,8263,8107,2325
6462,09/27/18,7,2584,2260,9026,9383,2576
6463,09/27/18,8,4430,2260,9207,8513,2526
6464,09/27/18,9,8646,2258,7659,6872,2037
6465,09/27/18,10,10218,2255,8355,5436,2128
6466,09/27/18,11,11001,2254,7936,5475,2108
6467,09/27/18,12,11202,2256,8021,6017,2157
6468,09/27/18,13,11104,2255,9068,6021,2235
6469,09/27/18,14,11254,2254,10145,6500,2294
6470,09/27/18,15,11126,2252,11656,6582,2453
6471,09/27/18,16,10466,2251,12537,7475,2639
6472,09/27/18,17,9697,2253,13834,7171,2910
6473,09/27/18,18,6388,2257,15063,8864,3329
6474,09/27/18,19,3795,2257,15561,10147,3268
6475,09/27/18,20,3998,2258,15210,10107,3259
6476,09/27/18,21,4327,2258,13890,9915,3046
6477,09/27/18,22,4331,2259,12135,9626,2937
6478,09/27/18,23,4160,2262,10580,9075,2591
6479,09/27/18,24,4148,2263,9060,8499,2424
6480,09/28/18,1,4138,2263,8160,7876,2255
6481,09/28/18,2,3977,2266,7331,7687,2167
6482,09/28/18,3,2815,2266,8021,7459,2098
6483,09/28/18,4,3892,2263,6810,7304,2043
6484,09/28/18,5,3782,2262,7050,7274,2211
6485,09/28/18,6,3706,2262,7420,7915,2541
6486,09/28/18,7,3587,2262,8128,9508,2583
6487,09/28/18,8,5237,2262,8386,8725,2687
6488,09/28/18,9,9136,2261,6918,7413,1996
6489,09/28/18,10,11614,2260,6104,6111,2045
6490,09/28/18,11,12404,2260,5943,5953,2053
6491,09/28/18,12,12759,2261,6158,5786,2023
6492,09/28/18,13,13128,2261,6519,5384,2138
6493,09/28/18,14,13306,2261,7120,5571,2272
6494,09/28/18,15,13491,2259,7592,5847,2318
6495,09/28/18,16,13523,2256,8735,5662,2401
6496,09/28/18,17,12615,2257,9310,6602,2656
6497,09/28/18,18,8880,2257,10465,8685,3139
6498,09/28/18,19,5473,2258,11515,10373,3255
6499,09/28/18,20,5088,2259,11379,10427,3503
6500,09/28/18,21,4732,2259,10888,10343,3195
6501,09/28/18,22,4505,2260,10070,9714,3126
6502,09/28/18,23,4572,2264,8994,9094,2638
6503,09/28/18,24,4765,2266,7611,8467,2485
6504,09/29/18,1,4733,2264,6928,7590,2496
6505,09/29/18,2,4344,2263,6786,7227,2390
6506,09/29/18,3,3369,2262,7084,7036,2383
6507,09/29/18,4,4411,2261,5758,6875,2311
6508,09/29/18,5,4062,2261,5721,7233,2319
6509,09/29/18,6,3615,2262,6107,7532,2597
6510,09/29/18,7,3227,2265,6203,8815,2509
6511,09/29/18,8,4790,2260,5425,8586,2367
6512,09/29/18,9,8800,2259,3965,6748,2108
6513,09/29/18,10,11801,2259,2957,5479,2136
6514,09/29/18,11,12857,2259,2659,4896,2124
6515,09/29/18,12,12894,2259,2821,4877,2045
6516,09/29/18,13,12926,2259,2927,5030,2061
6517,09/29/18,14,13173,2257,3028,5570,2077
6518,09/29/18,15,13508,2254,3209,5787,2059
6519,09/29/18,16,13252,2253,3973,6011,2129
6520,09/29/18,17,11715,2253,5440,6693,2335
6521,09/29/18,18,7760,2253,7075,9018,2918
6522,09/29/18,19,4402,2253,8537,10765,3246
6523,09/29/18,20,3906,2254,8987,11156,3314
6524,09/29/18,21,3694,2255,8590,11166,3078
6525,09/29/18,22,3463,2258,8178,10728,2845
6526,09/29/18,23,3268,2259,8560,9128,2622
6527,09/29/18,24,3341,2258,7957,8097,2475
6528,09/30/18,1,3295,2258,6791,8078,2380
6529,09/30/18,2,3284,2258,5958,8173,2180
6530,09/30/18,3,2224,2256,6571,7817,2250
6531,09/30/18,4,3126,2258,5229,7792,2235
6532,09/30/18,5,3115,2257,5208,7638,2291
6533,09/30/18,6,3017,2255,5552,7435,2454
6534,09/30/18,7,2944,2254,5722,7799,2487
6535,09/30/18,8,4081,2255,5447,7218,2327
6536,09/30/18,9,7395,2255,4105,6229,2165
6537,09/30/18,10,9739,2256,3623,5070,2086
6538,09/30/18,11,10687,2257,3189,4895,2088
6539,09/30/18,12,10709,2260,3753,4819,2169
6540,09/30/18,13,10384,2260,4294,5393,2222
6541,09/30/18,14,10211,2257,4948,6341,2169
6542,09/30/18,15,10068,2255,5111,7556,2144
6543,09/30/18,16,9267,2255,6732,8054,2117
6544,09/30/18,17,8025,2254,8625,7737,2485
6545,09/30/18,18,5493,2255,9057,9861,3061
6546,09/30/18,19,3353,2255,10636,10261,3558
6547,09/30/18,20,3134,2255,10653,11117,3538
6548,09/30/18,21,3191,2256,9994,11158,3151
6549,09/30/18,22,2940,2256,9462,10930,2674
6550,09/30/18,23,2661,2259,9280,9887,2075
6551,09/30/18,24,2657,2261,8964,8183,2041
6552,10/01/18,1,2523,2261,8070,8065,1893
6553,10/01/18,2,2410,2259,7706,7701,1862
6554,10/01/18,3,1682,2260,8577,7086,1750
6555,10/01/18,4,2751,2260,7390,6981,1740
6556,10/01/18,5,2684,2256,8163,6761,1749
6557,10/01/18,6,2611,2256,8848,7460,1921
6558,10/01/18,7,2482,2256,9775,8739,2227
6559,10/01/18,8,3326,2257,10269,8689,2251
6560,10/01/18,9,6361,2257,9436,7836,1741
6561,10/01/18,10,8456,2258,9431,6911,1632
6562,10/01/18,11,9204,2258,9669,6705,1746
6563,10/01/18,12,9386,2260,10306,6980,1657
6564,10/01/18,13,9311,2260,11156,6934,1781
6565,10/01/18,14,8883,2258,11965,7841,1910
6566,10/01/18,15,7956,2255,12760,8350,2336
6567,10/01/18,16,7124,2256,14125,8392,2409
6568,10/01/18,17,6420,2256,14009,9450,2617
6569,10/01/18,18,4266,2253,15307,9936,2885
6570,10/01/18,19,2834,2251,15615,10605,3085
6571,10/01/18,20,2663,2252,15533,11045,3141
6572,10/01/18,21,2575,2255,14895,10699,2860
6573,10/01/18,22,2375,2257,13641,10594,2358
6574,10/01/18,23,2268,2259,12091,9864,2107
6575,10/01/18,24,2207,2259,10561,9078,2110
6576,10/02/18,1,2188,2256,9719,8516,1924
6577,10/02/18,2,2119,2255,9347,7838,1785
6578,10/02/18,3,1137,2256,9810,7598,1763
6579,10/02/18,4,2018,2259,8852,7278,1710
6580,10/02/18,5,2001,2257,8880,7657,1710
6581,10/02/18,6,2016,2254,9678,7942,1988
6582,10/02/18,7,1994,2254,10764,9156,2152
6583,10/02/18,8,2730,2254,11338,9146,2448
6584,10/02/18,9,4567,2254,11038,8095,2469
6585,10/02/18,10,6613,2254,10937,7305,1947
6586,10/02/18,11,8322,2254,10063,7055,1756
6587,10/02/18,12,9118,2254,10018,6391,1736
6588,10/02/18,13,9500,2255,10347,5877,1838
6589,10/02/18,14,10125,2254,9712,6308,1935
6590,10/02/18,15,10316,2252,9814,6546,2081
6591,10/02/18,16,9986,2251,10276,6968,2082
6592,10/02/18,17,9415,2249,10811,7010,2331
6593,10/02/18,18,6203,2246,13036,7450,2720
6594,10/02/18,19,3841,2246,14528,8212,2936
6595,10/02/18,20,3598,2244,15255,8263,2827
6596,10/02/18,21,3704,2244,14380,8534,2477
6597,10/02/18,22,3593,2246,12844,8871,2210
6598,10/02/18,23,3603,2249,11164,8454,1973
6599,10/02/18,24,3569,2250,9211,8459,1904
6600,10/03/18,1,3570,2250,7900,8731,1603
6601,10/03/18,2,3609,2250,7649,7996,1527
6602,10/03/18,3,2560,2247,8358,7709,1531
6603,10/03/18,4,3201,2248,7508,7560,1556
6604,10/03/18,5,3220,2243,7701,7737,1535
6605,10/03/18,6,3130,2244,8614,8197,1673
6606,10/03/18,7,2853,2243,9826,9314,2031
6607,10/03/18,8,3736,2243,10319,9165,2144
6608,10/03/18,9,6138,2244,9731,8182,1852
6609,10/03/18,10,7241,2245,9778,7459,1751
6610,10/03/18,11,7862,2243,9420,7393,1790
6611,10/03/18,12,8494,2243,9507,6931,1772
6612,10/03/18,13,9017,2240,9795,6480,1791
6613,10/03/18,14,9402,2237,9834,6455,1704
6614,10/03/18,15,8745,2238,10204,6731,1788
6615,10/03/18,16,8155,2240,10392,7153,1852
6616,10/03/18,17,6551,2241,11144,8003,2009
6617,10/03/18,18,4950,2242,11337,9222,2276
6618,10/03/18,19,3708,2242,12217,9821,2531
6619,10/03/18,20,3579,2243,12890,10032,2440
6620,10/03/18,21,3552,2244,11836,10193,2348
6621,10/03/18,22,3621,2239,10436,10283,2097
6622,10/03/18,23,3614,2237,9780,9252,1717
6623,10/03/18,24,3475,2238,8704,8603,1582
6624,10/04/18,1,3398,2239,8124,8074,1607
6625,10/04/18,2,3436,2238,7801,7520,1559
6626,10/04/18,3,2723,2240,8333,7044,1535
6627,10/04/18,4,3635,2240,7436,6789,1518
6628,10/04/18,5,3825,2239,7461,6898,1571
6629,10/04/18,6,3947,2241,7506,7986,1687
6630,10/04/18,7,3859,2240,8513,9092,2008
6631,10/04/18,8,5128,2240,8932,8419,2129
6632,10/04/18,9,8669,2242,7834,6433,1853
6633,10/04/18,10,10631,2243,7203,5430,1791
6634,10/04/18,11,11465,2244,7059,5125,1729
6635,10/04/18,12,11673,2240,7389,4695,1718
6636,10/04/18,13,11659,2239,7407,4911,1607
6637,10/04/18,14,11434,2241,7525,5119,1576
6638,10/04/18,15,11798,2236,7206,5283,1549
6639,10/04/18,16,11370,2235,7541,5670,1613
6640,10/04/18,17,9285,2236,8765,6807,1760
6641,10/04/18,18,6881,2238,9533,8542,1974
6642,10/04/18,19,5014,2237,10244,9502,2651
6643,10/04/18,20,4882,2236,10669,9822,2699
6644,10/04/18,21,4669,2236,10340,9684,2479
6645,10/04/18,22,4721,2237,9062,9719,2225
6646,10/04/18,23,5207,2240,7447,9012,1872
6647,10/04/18,24,5587,2237,6709,7639,1679
6648,10/05/18,1,5709,2236,6755,6354,1680
6649,10/05/18,2,5569,2244,6776,5612,1585
6650,10/05/18,3,4322,2249,7599,5492,1556
6651,10/05/18,4,5376,2251,6473,5346,1534
6652,10/05/18,5,5349,2247,6736,5376,1602
6653,10/05/18,6,5077,2249,7265,6270,1776
6654,10/05/18,7,4863,2250,8362,7555,1862
6655,10/05/18,8,6107,2249,8914,6767,1876
6656,10/05/18,9,9650,2249,8060,4190,1841
6657,10/05/18,10,11362,2246,7459,3383,1691
6658,10/05/18,11,11821,2245,7321,3282,1613
6659,10/05/18,12,11654,2242,7217,3614,1607
6660,10/05/18,13,11794,2240,6860,4055,1614
6661,10/05/18,14,11774,2241,7038,4501,1605
6662,10/05/18,15,12226,2239,6740,4543,1619
6663,10/05/18,16,12408,2244,6981,4631,1681
6664,10/05/18,17,11145,2248,8356,5042,1828
6665,10/05/18,18,6835,2249,9979,7879,2103
6666,10/05/18,19,4600,2252,11688,8231,2493
6667,10/05/18,20,4972,2253,10866,8975,2651
6668,10/05/18,21,4849,2253,9878,9193,2662
6669,10/05/18,22,4879,2253,9494,8437,2449
6670,10/05/18,23,4953,2253,8867,7603,2107
6671,10/05/18,24,4841,2254,8423,6542,1926
6672,10/06/18,1,4718,2255,7750,5924,2085
6673,10/06/18,2,4724,2253,7124,5582,2010
6674,10/06/18,3,3586,2253,7479,6188,1939
6675,10/06/18,4,4671,2257,5516,6756,1896
6676,10/06/18,5,4893,2258,5846,6174,1925
6677,10/06/18,6,4868,2258,5890,6787,1735
6678,10/06/18,7,4746,2259,5981,7309,2128
6679,10/06/18,8,6091,2260,5641,6912,1996
6680,10/06/18,9,8977,2261,4794,5787,1559
6681,10/06/18,10,10823,2259,4052,4931,1518
6682,10/06/18,11,11551,2259,3823,4419,1510
6683,10/06/18,12,12421,2259,3994,3065,1486
6684,10/06/18,13,12652,2257,3860,2837,1521
6685,10/06/18,14,12670,2254,3872,2835,1515
6686,10/06/18,15,13004,2254,3861,2648,1498
6687,10/06/18,16,12496,2252,3891,3551,1561
6688,10/06/18,17,11472,2252,5439,3479,1752
6689,10/06/18,18,8614,2253,6841,5173,2296
6690,10/06/18,19,6089,2256,7676,7715,2561
6691,10/06/18,20,5605,2257,8085,8270,2773
6692,10/06/18,21,4619,2257,8559,8277,2620
6693,10/06/18,22,4212,2257,8407,7947,2492
6694,10/06/18,23,4236,2258,8032,7113,2320
6695,10/06/18,24,4310,2258,6947,7136,2036
6696,10/07/18,1,4488,2255,6084,7102,1934
6697,10/07/18,2,4743,2254,5565,6632,1928
6698,10/07/18,3,3721,2257,6470,6202,1852
6699,10/07/18,4,4488,2258,5455,6222,1695
6700,10/07/18,5,4595,2258,5246,6208,1792
6701,10/07/18,6,4385,2259,5433,6573,1761
6702,10/07/18,7,4312,2258,5484,7083,1764
6703,10/07/18,8,5720,2258,5151,5941,1888
6704,10/07/18,9,9303,2255,3833,4098,1612
6705,10/07/18,10,11339,2253,3338,2952,1541
6706,10/07/18,11,12092,2251,3321,2404,1534
6707,10/07/18,12,11993,2248,3512,2420,1534
6708,10/07/18,13,12217,2245,3237,2543,1540
6709,10/07/18,14,11711,2242,3317,3105,1559
6710,10/07/18,15,11525,2240,3325,4069,1521
6711,10/07/18,16,11310,2240,3971,4356,1637
6712,10/07/18,17,10217,2245,5610,4558,1725
6713,10/07/18,18,6906,2248,6946,7293,2008
6714,10/07/18,19,4569,2250,7986,9299,2636
6715,10/07/18,20,4541,2253,8523,9459,2719
6716,10/07/18,21,4453,2254,8148,9297,2616
6717,10/07/18,22,4060,2254,8013,8719,2465
6718,10/07/18,23,3459,2255,8215,7955,2240
6719,10/07/18,24,3174,2255,8023,7202,2084
6720,10/08/18,1,3036,2251,7790,6870,1875
6721,10/08/18,2,3036,2249,7630,6463,1824
6722,10/08/18,3,2041,2249,8559,6295,1630
6723,10/08/18,4,2771,2247,7345,6746,1607
6724,10/08/18,5,2585,2247,7761,6954,1711
6725,10/08/18,6,2512,2250,8096,7653,1921
6726,10/08/18,7,2382,2250,8395,9425,2256
6727,10/08/18,8,3735,2250,8125,9079,2215
6728,10/08/18,9,7901,2248,7476,6055,1974
6729,10/08/18,10,10471,2248,6521,4872,1605
6730,10/08/18,11,11582,2247,5975,4428,1561
6731,10/08/18,12,11772,2245,6019,4502,1533
6732,10/08/18,13,11865,2243,5752,4867,1573
6733,10/08/18,14,12054,2240,5679,5121,1640
6734,10/08/18,15,11900,2239,6150,5350,1748
6735,10/08/18,16,11118,2238,7327,5408,1653
6736,10/08/18,17,9239,2238,8528,6718,1710
6737,10/08/18,18,5300,2239,10822,8584,2365
6738,10/08/18,19,2766,2240,12641,9405,2871
6739,10/08/18,20,2745,2243,12738,9812,2991
6740,10/08/18,21,2733,2244,11825,9896,2842
6741,10/08/18,22,2757,2243,10675,9697,2492
6742,10/08/18,23,2913,2241,9615,8667,2203
6743,10/08/18,24,2835,2240,8693,7899,2126
6744,10/09/18,1,2885,2241,8068,7505,1795
6745,10/09/18,2,2926,2245,7995,6850,1769
6746,10/09/18,3,1771,2246,9027,6815,1553
6747,10/09/18,4,2541,2243,8146,6738,1549
6748,10/09/18,5,2448,2234,8321,6852,1773
6749,10/09/18,6,2377,2236,8434,8226,1756
6750,10/09/18,7,2318,2238,9401,8782,2165
6751,10/09/18,8,3835,2239,9114,8674,2216
6752,10/09/18,9,8416,2241,7369,6291,1915
6753,10/09/18,10,10866,2243,6615,4978,1480
6754,10/09/18,11,11279,2243,6273,4753,1390
6755,10/09/18,12,11485,2243,6149,4708,1440
6756,10/09/18,13,11483,2241,6413,4738,1512
6757,10/09/18,14,11649,2239,6535,5011,1421
6758,10/09/18,15,12223,2237,6849,4317,1554
6759,10/09/18,16,12292,2235,7202,4089,1828
6760,10/09/18,17,11017,2236,7947,4867,1954
6761,10/09/18,18,6909,2237,9821,7408,2290
6762,10/09/18,19,4148,2238,11202,8779,2959
6763,10/09/18,20,4234,2243,11248,8789,3302
6764,10/09/18,21,4296,2241,10267,9179,2834
6765,10/09/18,22,4281,2243,9566,8665,2476
6766,10/09/18,23,4309,2246,8989,7508,2150
6767,10/09/18,24,4390,2247,8649,6197,1995
6768,10/10/18,1,4315,2248,7916,5853,1847
6769,10/10/18,2,4322,2245,7434,5504,1782
6770,10/10/18,3,3010,2239,8633,5230,1760
6771,10/10/18,4,3755,2238,7792,5404,1699
6772,10/10/18,5,3585,2240,7854,5744,1793
6773,10/10/18,6,3272,2245,8546,6619,1899
6774,10/10/18,7,3089,2246,9505,7591,2144
6775,10/10/18,8,4241,2249,9753,7273,2185
6776,10/10/18,9,8142,2244,8398,5038,1841
6777,10/10/18,10,9784,2246,7659,4389,1572
6778,10/10/18,11,10971,2248,7545,3390,1602
6779,10/10/18,12,11094,2244,7611,3132,1562
6780,10/10/18,13,11104,2238,7058,3373,1523
6781,10/10/18,14,11058,2237,7214,3259,1616
6782,10/10/18,15,11197,2235,7128,3668,1586
6783,10/10/18,16,11511,2233,7102,3935,1651
6784,10/10/18,17,10240,2235,8198,4663,1719
6785,10/10/18,18,6380,2238,9413,7029,2574
6786,10/10/18,19,3800,2242,11687,7932,2977
6787,10/10/18,20,3613,2249,12050,8460,2910
6788,10/10/18,21,3661,2248,11315,8369,2725
6789,10/10/18,22,3694,2252,10450,8233,2238
